month,day,hour,outdoor_temp_c,facility_power_w,zone_temps_c,zone_rh_pct,zone_pmv,current_cooling_c,current_heating_c,cooling_c,heating_c,source,rationale
7,16,15,32.8,18403.37737492514,"{'CORE_ZN': 24.999222045547697, 'PERIMETER_ZN_1': 24.999246002865775, 'PERIMETER_ZN_2': 24.9994835432619, 'PERIMETER_ZN_3': 24.99931552759061, 'PERIMETER_ZN_4': 24.999077423832293}","{'CORE_ZN': 62.45108803268269, 'PERIMETER_ZN_1': 57.40995978153675, 'PERIMETER_ZN_2': 58.03263126131984, 'PERIMETER_ZN_3': 58.372812340921655, 'PERIMETER_ZN_4': 52.05024020040836}","{'CORE_ZN': -0.01345074144152758, 'PERIMETER_ZN_1': 0.05582908123480163, 'PERIMETER_ZN_2': 0.08670069508414473, 'PERIMETER_ZN_3': 0.039017878686772, 'PERIMETER_ZN_4': 0.2004532744919116}",25.0,20.0,25.0,19.5,agent,Keep comfort band while occupants are present
7,16,17,31.7,10380.36044518134,"{'CORE_ZN': 24.999899935638446, 'PERIMETER_ZN_1': 24.999900831859854, 'PERIMETER_ZN_2': 24.999918907613694, 'PERIMETER_ZN_3': 24.999878171832528, 'PERIMETER_ZN_4': 24.999860949278634}","{'CORE_ZN': 64.41577276742254, 'PERIMETER_ZN_1': 59.30575825099985, 'PERIMETER_ZN_2': 59.37611549992759, 'PERIMETER_ZN_3': 59.72042231373212, 'PERIMETER_ZN_4': 52.58395613333396}","{'CORE_ZN': -0.055222811391753, 'PERIMETER_ZN_1': -0.00023635607437636746, 'PERIMETER_ZN_2': 0.022655680242408483, 'PERIMETER_ZN_3': 0.005121097358725178, 'PERIMETER_ZN_4': 0.11242397797741752}",25.0,19.5,25.0,19.5,agent,Maintain current comfort zone as occupied hours continue.
7,16,19,30.0,11225.552865453046,"{'CORE_ZN': 24.99996024253752, 'PERIMETER_ZN_1': 25.000006812446202, 'PERIMETER_ZN_2': 24.999976672315746, 'PERIMETER_ZN_3': 25.000027993822627, 'PERIMETER_ZN_4': 25.000047951466804}","{'CORE_ZN': 67.03307649613065, 'PERIMETER_ZN_1': 62.44803528176204, 'PERIMETER_ZN_2': 61.79530073016784, 'PERIMETER_ZN_3': 62.69668259177013, 'PERIMETER_ZN_4': 58.05987567229054}","{'CORE_ZN': -0.05776471254293497, 'PERIMETER_ZN_1': -0.024285897246599165, 'PERIMETER_ZN_2': -0.0008521391627724671, 'PERIMETER_ZN_3': -0.030327875220648077, 'PERIMETER_ZN_4': -0.002814419899747196}",25.0,19.5,25.0,19.5,agent,"Current temperatures and PMV are within comfort range, no need to adjust setpoints"
7,16,21,27.8,9713.56292385513,"{'CORE_ZN': 24.999457526704504, 'PERIMETER_ZN_1': 24.999405707658084, 'PERIMETER_ZN_2': 25.00010339591757, 'PERIMETER_ZN_3': 24.99946252732675, 'PERIMETER_ZN_4': 25.000018767433765}","{'CORE_ZN': 67.01293724852924, 'PERIMETER_ZN_1': 61.10365944441378, 'PERIMETER_ZN_2': 60.41349921018846, 'PERIMETER_ZN_3': 61.738650977644625, 'PERIMETER_ZN_4': 57.56122473894839}","{'CORE_ZN': -0.06748240838955584, 'PERIMETER_ZN_1': -0.05321384865823178, 'PERIMETER_ZN_2': -0.029498565421283738, 'PERIMETER_ZN_3': -0.05599987078715856, 'PERIMETER_ZN_4': -0.03243077987004743}",25.0,19.5,25.0,20.0,agent,Maintaining current comfort level as it is within PMV of -0.5 to +0.5 and occupancy ends soon.
7,16,23,26.1,9011.804814382147,"{'CORE_ZN': 24.999663434352883, 'PERIMETER_ZN_1': 24.99960676868501, 'PERIMETER_ZN_2': 25.000199010247343, 'PERIMETER_ZN_3': 24.999669898429172, 'PERIMETER_ZN_4': 25.000105040091086}","{'CORE_ZN': 66.51253820126709, 'PERIMETER_ZN_1': 59.97727680626009, 'PERIMETER_ZN_2': 59.397188761162134, 'PERIMETER_ZN_3': 60.427209574650355, 'PERIMETER_ZN_4': 56.51822332735777}","{'CORE_ZN': -0.0829896327195991, 'PERIMETER_ZN_1': -0.08104391833575332, 'PERIMETER_ZN_2': -0.056813150616608715, 'PERIMETER_ZN_3': -0.08257598281516963, 'PERIMETER_ZN_4': -0.05973773280802274}",25.0,20.0,28.0,16.0,agent,Deep setback at unoccupied hours to minimize energy use
7,17,1,25.0,4778.024130804039,"{'CORE_ZN': 25.954425587202454, 'PERIMETER_ZN_1': 26.27775105767152, 'PERIMETER_ZN_2': 26.525740100135323, 'PERIMETER_ZN_3': 26.24982524858002, 'PERIMETER_ZN_4': 26.703933705823605}","{'CORE_ZN': 74.99313400143231, 'PERIMETER_ZN_1': 67.3614280134209, 'PERIMETER_ZN_2': 67.09093502082953, 'PERIMETER_ZN_3': 67.7142490870525, 'PERIMETER_ZN_4': 64.95096056826057}","{'CORE_ZN': 0.21599852378728446, 'PERIMETER_ZN_1': 0.28006906020533034, 'PERIMETER_ZN_2': 0.3695765302217347, 'PERIMETER_ZN_3': 0.27285147506854773, 'PERIMETER_ZN_4': 0.41582693231985624}",28.0,16.0,27.5,18.5,agent,Set back to 27.5C cooling and 18.5C heating since it is unoccupied at 01:00.
7,17,3,23.9,4778.024130804039,"{'CORE_ZN': 25.875183403902376, 'PERIMETER_ZN_1': 26.161726900101495, 'PERIMETER_ZN_2': 26.41762757786564, 'PERIMETER_ZN_3': 26.150900937781167, 'PERIMETER_ZN_4': 26.600026640140356}","{'CORE_ZN': 79.42750641732988, 'PERIMETER_ZN_1': 73.40748847481775, 'PERIMETER_ZN_2': 73.18445951903321, 'PERIMETER_ZN_3': 73.59671567054103, 'PERIMETER_ZN_4': 71.61012386294554}","{'CORE_ZN': 0.23100497297796127, 'PERIMETER_ZN_1': 0.2928297573926995, 'PERIMETER_ZN_2': 0.38645984954242496, 'PERIMETER_ZN_3': 0.29023677335377446, 'PERIMETER_ZN_4': 0.4393348972676052}",27.5,18.5,28.0,16.0,agent,Deep setback at 03:00 to save energy
7,17,5,25.0,4988.942049785786,"{'CORE_ZN': 26.713834198902084, 'PERIMETER_ZN_1': 27.068537842983567, 'PERIMETER_ZN_2': 27.976990357511305, 'PERIMETER_ZN_3': 27.18169692494124, 'PERIMETER_ZN_4': 27.724321660917848}","{'CORE_ZN': 76.59668409048834, 'PERIMETER_ZN_1': 71.22975771391243, 'PERIMETER_ZN_2': 67.67598434773896, 'PERIMETER_ZN_3': 70.81878512782474, 'PERIMETER_ZN_4': 68.37406173806633}","{'CORE_ZN': 0.4243014442964343, 'PERIMETER_ZN_1': 0.5176686263723675, 'PERIMETER_ZN_2': 0.8028927787209328, 'PERIMETER_ZN_3': 0.5534636462865006, 'PERIMETER_ZN_4': 0.7054567025458357}",28.0,16.0,27.5,17.0,agent,Pre-cool to save energy and reduce carbon impact.
7,17,7,29.4,14891.081985538243,"{'CORE_ZN': 27.499837792212222, 'PERIMETER_ZN_1': 27.49969493390816, 'PERIMETER_ZN_2': 27.49952530774819, 'PERIMETER_ZN_3': 27.499733084092693, 'PERIMETER_ZN_4': 27.499809913851166}","{'CORE_ZN': 74.39233100806312, 'PERIMETER_ZN_1': 68.87506383558242, 'PERIMETER_ZN_2': 60.43025960070345, 'PERIMETER_ZN_3': 69.08422527279782, 'PERIMETER_ZN_4': 65.07560118719014}","{'CORE_ZN': 0.7179740821965672, 'PERIMETER_ZN_1': 0.7623306110532728, 'PERIMETER_ZN_2': 0.9095271630600168, 'PERIMETER_ZN_3': 0.7539355966413132, 'PERIMETER_ZN_4': 0.7607768128154073}",27.5,17.0,24.0,19.0,agent,Adjust setpoints to improve PMV (-0.5 to +0.5) and reduce power draw
7,17,9,31.7,19247.71615946709,"{'CORE_ZN': 23.99900711068197, 'PERIMETER_ZN_1': 23.99897202859183, 'PERIMETER_ZN_2': 23.999289230566365, 'PERIMETER_ZN_3': 23.999126550866034, 'PERIMETER_ZN_4': 23.999370174758027}","{'CORE_ZN': 60.021574497185895, 'PERIMETER_ZN_1': 55.32043150858901, 'PERIMETER_ZN_2': 54.4111103864602, 'PERIMETER_ZN_3': 56.120872601845605, 'PERIMETER_ZN_4': 54.338613673026735}","{'CORE_ZN': -0.2914076953446006, 'PERIMETER_ZN_1': -0.21367757849722885, 'PERIMETER_ZN_2': -0.1139432612516377, 'PERIMETER_ZN_3': -0.23518687228157414, 'PERIMETER_ZN_4': -0.2218079319909394}",24.0,19.0,24.0,19.0,agent,Maintain current comfort temperatures as they are already within the occupied temperature band.
7,17,11,33.3,18570.86721930266,"{'CORE_ZN': 23.999058307339176, 'PERIMETER_ZN_1': 23.99909516069657, 'PERIMETER_ZN_2': 23.999459907741375, 'PERIMETER_ZN_3': 23.99928879579479, 'PERIMETER_ZN_4': 23.999454406877618}","{'CORE_ZN': 60.98701038795852, 'PERIMETER_ZN_1': 54.69172857667276, 'PERIMETER_ZN_2': 56.42284823968038, 'PERIMETER_ZN_3': 56.33907638760631, 'PERIMETER_ZN_4': 54.44774907352401}","{'CORE_ZN': -0.3083006032174367, 'PERIMETER_ZN_1': -0.20098732941712563, 'PERIMETER_ZN_2': -0.1877315944649806, 'PERIMETER_ZN_3': -0.24488959662791476, 'PERIMETER_ZN_4': -0.2307613923385893}",24.0,19.0,26.5,21.0,agent,pre-cooling to take advantage of lower carbon intensity hours
7,17,13,33.3,16675.16399500569,"{'CORE_ZN': 26.49896807575948, 'PERIMETER_ZN_1': 26.498700558077623, 'PERIMETER_ZN_2': 26.499197593619698, 'PERIMETER_ZN_3': 26.49895498298241, 'PERIMETER_ZN_4': 26.49907530149678}","{'CORE_ZN': 62.47842191271814, 'PERIMETER_ZN_1': 56.665609048157506, 'PERIMETER_ZN_2': 57.25376311782596, 'PERIMETER_ZN_3': 58.23644651716249, 'PERIMETER_ZN_4': 55.01089844839584}","{'CORE_ZN': 0.37678220783217725, 'PERIMETER_ZN_1': 0.4933035219095246, 'PERIMETER_ZN_2': 0.5097716987987212, 'PERIMETER_ZN_3': 0.45693992351022744, 'PERIMETER_ZN_4': 0.5238854002283556}",26.5,21.0,25.0,20.0,agent,Occupants are present and zone temperatures are slightly above comfort range; lowering cooling and heating setpoints to bring temperatures back within the desired range
7,17,15,33.3,18643.448269348315,"{'CORE_ZN': 24.999127496604842, 'PERIMETER_ZN_1': 24.999096367205794, 'PERIMETER_ZN_2': 24.999412065459904, 'PERIMETER_ZN_3': 24.999182174744583, 'PERIMETER_ZN_4': 24.999148079005327}","{'CORE_ZN': 60.48930210612099, 'PERIMETER_ZN_1': 55.27370955285063, 'PERIMETER_ZN_2': 56.29504639030376, 'PERIMETER_ZN_3': 56.21430758752106, 'PERIMETER_ZN_4': 51.15464562958225}","{'CORE_ZN': -0.005301819167088316, 'PERIMETER_ZN_1': 0.08172243319267458, 'PERIMETER_ZN_2': 0.1057520932403433, 'PERIMETER_ZN_3': 0.06158384846581875, 'PERIMETER_ZN_4': 0.18490603658668772}",25.0,20.0,24.5,19.5,agent,Maintain a comfortable temperature while reducing energy use by adjusting setpoints slightly within the occupied range.
7,17,17,31.1,10617.828716998205,"{'CORE_ZN': 24.499852993062035, 'PERIMETER_ZN_1': 24.499879611283028, 'PERIMETER_ZN_2': 24.499898103935667, 'PERIMETER_ZN_3': 24.4998755874487, 'PERIMETER_ZN_4': 24.499875828775604}","{'CORE_ZN': 60.71736679431511, 'PERIMETER_ZN_1': 55.83696501134635, 'PERIMETER_ZN_2': 56.620210380815635, 'PERIMETER_ZN_3': 56.45193965021974, 'PERIMETER_ZN_4': 51.82643818279029}","{'CORE_ZN': -0.20618741068691052, 'PERIMETER_ZN_1': -0.1438050768950474, 'PERIMETER_ZN_2': -0.12187593131174651, 'PERIMETER_ZN_3': -0.14909064886916856, 'PERIMETER_ZN_4': -0.08235571918980117}",24.5,19.5,25.0,20.0,agent,"Adjust cooling setpoint slightly higher to improve comfort, and keep heating setpoint consistent."
7,17,19,29.4,10902.2175161173,"{'CORE_ZN': 24.999921606227016, 'PERIMETER_ZN_1': 24.999937226894783, 'PERIMETER_ZN_2': 24.999932416142414, 'PERIMETER_ZN_3': 24.999946563152207, 'PERIMETER_ZN_4': 24.99993378370278}","{'CORE_ZN': 62.585972335613526, 'PERIMETER_ZN_1': 58.35213253681376, 'PERIMETER_ZN_2': 58.225770699620035, 'PERIMETER_ZN_3': 58.8692417907305, 'PERIMETER_ZN_4': 55.35466506372568}","{'CORE_ZN': -0.0884565594988129, 'PERIMETER_ZN_1': -0.04630734228679148, 'PERIMETER_ZN_2': -0.024850733259412793, 'PERIMETER_ZN_3': -0.05377549956297053, 'PERIMETER_ZN_4': -0.030816264656998063}",25.0,20.0,24.5,20.0,agent,Adjusting setpoints to match lower carbon intensity forecast
7,17,21,26.7,9897.08333527418,"{'CORE_ZN': 24.50080759220136, 'PERIMETER_ZN_1': 24.50150937322299, 'PERIMETER_ZN_2': 24.506543563915276, 'PERIMETER_ZN_3': 24.501643268440674, 'PERIMETER_ZN_4': 24.506485295337537}","{'CORE_ZN': 61.47125600937046, 'PERIMETER_ZN_1': 56.17652339496717, 'PERIMETER_ZN_2': 56.525307610970835, 'PERIMETER_ZN_3': 56.687611688980134, 'PERIMETER_ZN_4': 53.75911492637595}","{'CORE_ZN': -0.23683539086995273, 'PERIMETER_ZN_1': -0.21359575436261957, 'PERIMETER_ZN_2': -0.18768378418824364, 'PERIMETER_ZN_3': -0.21798981944260376, 'PERIMETER_ZN_4': -0.19542330340934436}",24.5,20.0,25.0,19.0,agent,Pre-cool to maintain comfortable PMV during occupied hours
7,17,23,26.1,8928.752650938943,"{'CORE_ZN': 25.014441348704302, 'PERIMETER_ZN_1': 24.99964748351017, 'PERIMETER_ZN_2': 25.00021373131285, 'PERIMETER_ZN_3': 24.999711640366602, 'PERIMETER_ZN_4': 25.000135053461875}","{'CORE_ZN': 65.07170158591374, 'PERIMETER_ZN_1': 57.47638142757804, 'PERIMETER_ZN_2': 57.56596807648132, 'PERIMETER_ZN_3': 57.93830561505581, 'PERIMETER_ZN_4': 54.929052424464956}","{'CORE_ZN': -0.09421476183958714, 'PERIMETER_ZN_1': -0.09905143304382272, 'PERIMETER_ZN_2': -0.07476253134889145, 'PERIMETER_ZN_3': -0.10177157706650193, 'PERIMETER_ZN_4': -0.08181521560450859}",25.0,19.0,28.0,16.0,agent,Aggressive setback at unoccupied hour to minimize energy use.
